Ensembl Transcript ID	Chromosome Name	Transcript Start (bp)	Transcript End (bp)
ENSDART00000017304	3	40284200	40290037
ENSDART00000133240	5	48273390	48507648
ENSDART00000123311	17	17691834	17732662
ENSDART00000144703	4	33646091	33650989
ENSDART00000042694	4	492034	496267
ENSDART00000089999	23	20273782	20291012
ENSDART00000146272	4	21415859	21418821
ENSDART00000066904	4	21415867	21418335
ENSDART00000012256	25	32107426	32119061
ENSDART00000155922	25	6401078	6411223
ENSDART00000043298	20	46803308	46805437
ENSDART00000060680	20	46803434	46805437
ENSDART00000153843	15	23161043	23167878
ENSDART00000130534	15	23161093	23166018
ENSDART00000132816	24	41257798	41258448
ENSDART00000059982	1	56989379	56990032
ENSDART00000097374	5	60976757	61084558
ENSDART00000092733	25	6401103	6411332
ENSDART00000124241	13	38080090	38125118
ENSDART00000126269	10	23725493	23726012
ENSDART00000057090	13	40785214	40793016
ENSDART00000059017	10	7065847	7070301
ENSDART00000149955	13	40785260	40789923
ENSDART00000148510	13	40785269	40792269
ENSDART00000125929	24	41276258	41296321
ENSDART00000097450	5	50789967	50794703
ENSDART00000083389	7	50729847	50775656
ENSDART00000150396	6	21386249	21392937
ENSDART00000083327	6	21383889	21393511
ENSDART00000134432	5	27857170	27865420
ENSDART00000145417	5	27857181	27864706
ENSDART00000007247	5	27857194	27865265
ENSDART00000098514	5	27857194	27865265
ENSDART00000145972	9	49206675	49215515
ENSDART00000111225	9	49206845	49218483
ENSDART00000098806	18	38768917	38774956
ENSDART00000082952	5	64467116	64494428
ENSDART00000076333	21	36771669	36787616
ENSDART00000148300	22	1549030	1553764
ENSDART00000145828	21	36771731	36773799
ENSDART00000109917	7	46580356	46583100
ENSDART00000134268	21	36773017	36779457
ENSDART00000147644	22	1549050	1554033
ENSDART00000150763	4	37232404	37243515
ENSDART00000135149	20	39414486	39416542
ENSDART00000012832	16	30313194	30313914
ENSDART00000139389	2	47181435	47182794
ENSDART00000074710	14	36788676	36892983
ENSDART00000111237	24	17597325	17616270
ENSDART00000040733	10	25703516	25709249
ENSDART00000060550	16	7600529	7604869
ENSDART00000143887	20	46256084	46257095
ENSDART00000145663	16	7601217	7604869
ENSDART00000153401	12	28117851	28130681
ENSDART00000123162	20	46255259	46257086
ENSDART00000039510	12	28118319	28129069
ENSDART00000154421	15	31807229	31812066
ENSDART00000130310	24	43662025	43688676
ENSDART00000022349	24	43662025	43688676
ENSDART00000114983	23	18309307	18315911
ENSDART00000143072	19	23786382	23791272
ENSDART00000058027	17	21141416	21198790
ENSDART00000157358	3	8010081	8042179
ENSDART00000031858	13	51127505	51146039
ENSDART00000098961	12	49124878	49152281
ENSDART00000114002	3	30189744	30190774
ENSDART00000086861	10	37720330	37791209
ENSDART00000142069	1	56319931	56325525
ENSDART00000140556	10	37731699	37746412
ENSDART00000043933	1	56320020	56325525
ENSDART00000060577	14	49291490	49301298
ENSDART00000086653	10	37720648	37791148
ENSDART00000108484	10	37719940	37781210
ENSDART00000150428	4	52999560	53018341
ENSDART00000129216	4	52999633	53012495
ENSDART00000141433	9	19529743	19532987
ENSDART00000127096	Zv9_NA832	6987	8106
ENSDART00000101405	Zv9_NA991	2678	6612
ENSDART00000129176	Zv9_NA879	12876	21660
ENSDART00000067127	Zv9_scaffold3530	924795	926549
ENSDART00000129295	9	23350824	23351856
ENSDART00000147897	20	45978526	46014735
ENSDART00000132029	9	23350950	23351816
ENSDART00000124394	Zv9_NA579	979	3724
ENSDART00000006109	18	20313329	20321420
ENSDART00000101810	9	23350981	23351723
ENSDART00000125790	14	53293150	53294736
ENSDART00000023537	23	4946409	4951592
ENSDART00000135564	20	45989638	45999266
ENSDART00000147637	20	46004201	46014743
ENSDART00000124684	Zv9_NA152	394	53445
ENSDART00000074546	20	45979070	46010585
ENSDART00000145138	9	55321634	55336342
ENSDART00000027237	5	26693988	26706389
ENSDART00000139487	5	26701209	26706393
ENSDART00000123180	5	6785549	6802216
ENSDART00000154616	5	26693988	26695338
ENSDART00000124430	2	57118915	57130311
ENSDART00000022044	9	55311304	55336341
ENSDART00000132668	23	34317314	34334868
ENSDART00000125715	9	55311304	55336129
ENSDART00000128759	23	34317406	34339418
ENSDART00000026692	13	31595138	31600901
ENSDART00000154287	25	8830500	8830761
ENSDART00000084135	13	31596094	31602285
ENSDART00000125971	2	46430883	46442745
ENSDART00000114148	7	32673668	32702426
ENSDART00000103934	23	26155976	26162216
ENSDART00000146729	23	26156713	26159140
ENSDART00000145193	22	24144893	24146722
ENSDART00000064082	22	34300377	34318231
ENSDART00000124007	Zv9_NA436	6118	19636
ENSDART00000139564	2	37704438	37722335
ENSDART00000075913	2	37705475	37725422
ENSDART00000153594	14	45644091	45773397
ENSDART00000156465	14	45644091	45818698
ENSDART00000122716	2	51171499	51189739
ENSDART00000014404	5	43716190	43739509
ENSDART00000048036	16	29017207	29020111
ENSDART00000097587	5	43716188	43739506
ENSDART00000097690	2	59619446	59623198
ENSDART00000140828	13	6893186	6893872
ENSDART00000114244	7	58558772	58577911
ENSDART00000054620	14	12367748	12370148
ENSDART00000121913	14	12368280	12387250
ENSDART00000110737	13	585680	596107
ENSDART00000109737	13	585680	596107
ENSDART00000127731	Zv9_NA493	32169	40369
ENSDART00000146012	19	14282867	14284338
ENSDART00000122273	19	46954872	46955393
ENSDART00000132808	13	42597119	42600977
ENSDART00000157210	17	29003691	29081611
ENSDART00000132105	20	48367977	48386887
ENSDART00000122160	10	43528336	43542358
ENSDART00000135380	20	48380540	48386108
ENSDART00000138860	20	48382217	48384457
ENSDART00000124581	Zv9_NA265	7913	11573
ENSDART00000060539	20	48367978	48386071
ENSDART00000077550	19	39080158	39108102
ENSDART00000024898	20	48367978	48386117
ENSDART00000013003	20	48367978	48384457
ENSDART00000124463	25	2271610	2284845
ENSDART00000134597	12	18638224	18659764
ENSDART00000077940	7	4450695	4459576
ENSDART00000018663	8	42259029	42260609
ENSDART00000018959	12	243756	245102
ENSDART00000105613	22	24991113	24994384
ENSDART00000056810	9	56503627	56505795
ENSDART00000145426	23	26143880	26153195
ENSDART00000153062	12	30091225	30096950
ENSDART00000128231	12	30091366	30094031
ENSDART00000101888	3	63078821	63079942
ENSDART00000156883	15	1801871	1811472
ENSDART00000082026	15	1794129	1811132
ENSDART00000146940	11	8306952	8314069
ENSDART00000024046	11	8306970	8313930
ENSDART00000133574	11	8307371	8313857
ENSDART00000144308	21	13515610	13531099
ENSDART00000060089	10	44241942	44246929
ENSDART00000136028	5	32568064	32569305
ENSDART00000124103	23	26143968	26151305
ENSDART00000139049	23	26144009	26144622
ENSDART00000138272	23	26148737	26149636
ENSDART00000138907	23	26120028	26148867
ENSDART00000028236	23	26143980	26153189
ENSDART00000156126	7	4511175	4529094
ENSDART00000114227	10	43290218	43300792
ENSDART00000033121	10	43291830	43304932
ENSDART00000150856	4	51060365	51074606
ENSDART00000124353	4	51029473	51062704
ENSDART00000145198	16	29963111	29977411
ENSDART00000129317	16	29963111	29976723
ENSDART00000114331	22	9533190	9535068
ENSDART00000098054	2	47957088	47958388
ENSDART00000114032	17	366652	376157
ENSDART00000150673	4	50251228	50258730
ENSDART00000153364	12	31943126	31995707
ENSDART00000135938	8	21675464	21680620
ENSDART00000153454	12	31943900	31948599
ENSDART00000086570	12	31948125	31993801
ENSDART00000143192	8	21678830	21680568
ENSDART00000146679	8	21679070	21679901
ENSDART00000044873	8	21675477	21835724
ENSDART00000140013	23	38190045	38193197
ENSDART00000130896	14	2733672	2735978
ENSDART00000104784	20	207047	209700
ENSDART00000116525	MT	4781	4854
ENSDART00000104043	25	16489636	16503907
ENSDART00000135530	20	207049	209231
ENSDART00000110774	25	30390878	30405001
ENSDART00000124220	22	25497606	25505575
ENSDART00000133425	4	24717688	24734996
ENSDART00000034216	17	173575	244908
ENSDART00000066942	4	24718090	24735119
ENSDART00000122252	3	5526097	5528020
ENSDART00000041965	4	24714280	24735119
ENSDART00000152224	7	719060	725509
ENSDART00000139405	12	34794035	34809802
ENSDART00000011705	12	34794140	34795714
ENSDART00000042367	7	719064	725509
ENSDART00000029157	11	39669255	39692410
ENSDART00000156508	25	36105298	36106024
ENSDART00000111157	11	39072292	39089413
ENSDART00000053201	3	2570661	2580119
ENSDART00000123156	12	1150762	1154073
ENSDART00000130784	25	36105241	36106017
ENSDART00000126590	25	36105568	36106017
ENSDART00000104586	3	50257930	50260625
ENSDART00000146552	3	2574092	2580080
ENSDART00000079448	22	23560000	23562207
ENSDART00000150509	22	23560002	23560544
ENSDART00000035925	12	28165044	28180378
ENSDART00000147456	Zv9_scaffold3473	135342	145714
ENSDART00000128219	Zv9_NA28	41755	95653
ENSDART00000134498	16	43020334	43040354
ENSDART00000115124	16	43020629	43052120
ENSDART00000145890	3	1072354	1093229
ENSDART00000135595	3	1089878	1093198
ENSDART00000137693	21	20167186	20172150
ENSDART00000061665	24	16747687	16750205
ENSDART00000140333	3	1089533	1093104
ENSDART00000155936	3	1075141	1076229
ENSDART00000140499	4	57617257	57625353
ENSDART00000123312	10	6612015	6641475
ENSDART00000060663	10	6632105	6641475
ENSDART00000062263	7	11445340	11466356
ENSDART00000140639	16	38582058	38639335
ENSDART00000142916	16	38639123	38786201
ENSDART00000128695	23	1127391	1136253
ENSDART00000124090	16	38618438	38786156
ENSDART00000092000	5	2451407	2475464
ENSDART00000097710	7	73134952	73225368
ENSDART00000121751	9	33893653	33908876
ENSDART00000020798	9	33905998	33908876
ENSDART00000134930	2	45509755	45512232
ENSDART00000134533	13	43133833	43189623
ENSDART00000109596	22	11738704	11758472
ENSDART00000141777	13	43138065	43140219
ENSDART00000056034	2	10582180	10612358
ENSDART00000155231	25	10813336	10841108
ENSDART00000147846	13	43141369	43144276
ENSDART00000146843	13	43179302	43189941
ENSDART00000157102	24	17871749	17873604
ENSDART00000153474	25	10814155	10822104
ENSDART00000084327	13	43133434	43189656
ENSDART00000155375	25	10817490	10833592
ENSDART00000157329	24	17871749	17874750
ENSDART00000142806	20	31771857	31944849
ENSDART00000155729	25	10820692	10823615
ENSDART00000041378	2	30195739	30198041
ENSDART00000139417	20	31795391	31820822
ENSDART00000065868	7	51833085	51852383
ENSDART00000156797	25	10823099	10826647
ENSDART00000133788	20	31825546	31847660
ENSDART00000154483	25	10832803	10841083
ENSDART00000125933	2	30195957	30198037
ENSDART00000101762	20	31775353	31944556
ENSDART00000138863	2	30195761	30197937
ENSDART00000153639	25	10832806	10841639
ENSDART00000125200	19	17154639	17164226
ENSDART00000129091	9	3910224	3970625
ENSDART00000155500	25	10840013	10841107
ENSDART00000129682	25	10814426	10833592
ENSDART00000062336	9	3912767	3947055
ENSDART00000133189	9	3943815	3963918
ENSDART00000109082	9	22302078	22304033
ENSDART00000021497	25	10814053	10841054
ENSDART00000047723	9	3944017	3963918
ENSDART00000105219	19	17154652	17160453
ENSDART00000146263	2	32328753	32329517
ENSDART00000137823	19	17161230	17164213
ENSDART00000122914	19	17154643	17164186
ENSDART00000126799	7	4065849	4068234
ENSDART00000076503	2	37992902	38014304
ENSDART00000081802	15	3502177	3509891
ENSDART00000082481	19	50561	53510
ENSDART00000124346	9	15638532	15700871
ENSDART00000140199	9	14299618	14304234
ENSDART00000124267	9	14299625	14315007
ENSDART00000103753	9	15674657	15700871
ENSDART00000142749	9	14300174	14309359
ENSDART00000134603	9	14304389	14317519
ENSDART00000133498	24	19002277	19005689
ENSDART00000127471	22	30611389	30618780
ENSDART00000144063	24	19009780	19016143
ENSDART00000074602	6	54642653	54660164
ENSDART00000090390	22	16386593	16395068
ENSDART00000126859	22	30612213	30618648
ENSDART00000110406	Zv9_scaffold3510	85204	86016
ENSDART00000010521	9	15639035	15700871
ENSDART00000081946	24	18997213	19016169
ENSDART00000022495	12	28038878	28058394
ENSDART00000126730	22	3223960	3225952
ENSDART00000137287	5	17122083	17128948
ENSDART00000140990	5	17122083	17124916
ENSDART00000126097	17	44291216	44294264
ENSDART00000061653	5	17122096	17128944
ENSDART00000082011	22	3211326	3220451
ENSDART00000008816	17	44291272	44296095
ENSDART00000156648	17	44292556	44296277
ENSDART00000086164	17	29404716	29429424
ENSDART00000147850	5	33581885	33588900
ENSDART00000150343	4	30202515	30228166
ENSDART00000134301	4	30212167	30228166
ENSDART00000103662	17	48901313	48960732
ENSDART00000155521	11	21910073	21919455
ENSDART00000103663	17	48901314	48960647
ENSDART00000103846	11	21917309	21920185
ENSDART00000011757	9	8907991	8939073
ENSDART00000081513	9	8773012	8941992
ENSDART00000145251	11	30794453	30813595
ENSDART00000146117	11	30795155	30797842
ENSDART00000056901	2	9315715	9334070
ENSDART00000053218	9	20305541	20333044
ENSDART00000036581	11	3281632	3288790
ENSDART00000104449	25	25789452	25791528
ENSDART00000153916	2	5769028	5791683
ENSDART00000029552	2	5769983	5791691
ENSDART00000142950	4	58087274	58088911
ENSDART00000149047	7	18795620	18816435
ENSDART00000113504	19	49818040	49821123
ENSDART00000156200	15	699291	703302
ENSDART00000149223	7	18799655	18813059
ENSDART00000133117	15	28692374	28697306
ENSDART00000114649	4	28823910	28844703
ENSDART00000127795	15	28692374	28703114
ENSDART00000124268	7	18799307	18815854
ENSDART00000122004	4	28611145	28844688
ENSDART00000091468	7	14869291	15080761
ENSDART00000091470	7	14878521	15084713
ENSDART00000009892	15	34013769	34141669
ENSDART00000066712	19	37271262	37281761
ENSDART00000154256	15	34013770	34129947
ENSDART00000109511	7	48878970	49154377
ENSDART00000144385	13	45455371	45456324
ENSDART00000023784	5	25700249	25713659
ENSDART00000063313	22	16400531	16401409
ENSDART00000148740	16	4792761	4798211
ENSDART00000154460	3	10368147	10398004
ENSDART00000122126	21	32278837	32296804
ENSDART00000067290	25	18334344	18336864
ENSDART00000101562	1	41373654	41375231
ENSDART00000144484	25	18336513	18336725
ENSDART00000151948	4	34865373	34871874
ENSDART00000083358	1	59475545	59484499
ENSDART00000126041	16	9207706	9339250
ENSDART00000154807	23	30139029	30139613
ENSDART00000104168	16	9207706	9248168
ENSDART00000111425	25	19255159	19268362
ENSDART00000150090	2	1973479	1974747
ENSDART00000140215	13	5207822	5242454
ENSDART00000144135	1	40728678	40804462
ENSDART00000114659	1	40726408	40911858
ENSDART00000150555	4	54361849	54392915
ENSDART00000138825	4	54376681	54392888
ENSDART00000150261	4	58763590	58771018
ENSDART00000150803	4	48158701	48159431
ENSDART00000102576	13	5167187	5246198
ENSDART00000156782	25	36562432	36611611
ENSDART00000131180	15	42180514	42237315
ENSDART00000077396	15	42180514	42228418
ENSDART00000009271	25	36562433	36584502
ENSDART00000157168	3	21134677	21153274
ENSDART00000135811	8	14520183	14569300
ENSDART00000155605	3	21134898	21153229
ENSDART00000156638	24	33874105	33880521
ENSDART00000155973	24	33874127	33880431
ENSDART00000130312	22	10120244	10123932
ENSDART00000156275	3	21137884	21153301
ENSDART00000131038	Zv9_NA310	12653	14179
ENSDART00000093117	8	14523663	14566355
ENSDART00000123369	4	21362424	21408343
ENSDART00000125340	4	19481174	19496894
ENSDART00000145404	10	45523364	45529531
ENSDART00000156614	3	21138220	21153274
ENSDART00000066903	4	21360141	21408343
ENSDART00000140605	8	14546872	14560835
ENSDART00000125416	9	20337810	20357911
ENSDART00000133922	8	14558251	14567709
ENSDART00000155743	3	21138313	21153280
ENSDART00000130072	4	21360143	21408343
ENSDART00000153686	3	21138374	21153266
ENSDART00000156707	3	21147254	21153282
ENSDART00000059796	14	22160838	22200129
ENSDART00000129934	9	20337810	20357911
ENSDART00000145964	20	6167076	6182554
ENSDART00000036741	3	21134690	21152454
ENSDART00000111731	3	21133041	21147637
ENSDART00000045917	8	14519339	14566689
ENSDART00000156909	15	13949621	13951578
ENSDART00000090252	8	14520276	14566355
ENSDART00000126213	2	38425302	38426037
ENSDART00000086578	20	6140108	6177488
ENSDART00000054356	3	12810502	12818015
ENSDART00000146602	1	31505553	31531445
ENSDART00000148611	1	31505585	31519002
ENSDART00000134344	5	65006226	65009386
ENSDART00000138507	22	5634090	5637880
ENSDART00000112696	22	5625347	5637849
ENSDART00000075252	1	31507024	31531134
ENSDART00000133999	5	48800242	48801044
ENSDART00000150783	22	26173645	26174911
ENSDART00000055677	21	227162	231272
ENSDART00000150313	4	51833069	51856810
ENSDART00000150096	10	1438638	1455859
ENSDART00000055491	3	25383214	25470824
ENSDART00000151244	21	227670	231257
ENSDART00000058463	10	1441117	1454861
ENSDART00000154942	6	29560315	29562041
ENSDART00000151285	21	227777	230195
ENSDART00000126562	13	53207063	53236706
ENSDART00000142476	10	29180158	29201090
ENSDART00000122243	23	37556782	37562687
ENSDART00000137964	10	29184080	29201286
ENSDART00000139994	10	29159173	29165453
ENSDART00000109074	6	24586431	24587618
ENSDART00000137008	10	29155290	29158804
ENSDART00000018788	10	29152088	29186025
ENSDART00000111587	5	45089126	45121257
ENSDART00000051114	5	45089105	45121114
ENSDART00000019325	6	9863332	9880112
ENSDART00000109942	7	16505607	16557211
ENSDART00000152638	15	1144637	1154234
ENSDART00000097318	9	56962648	56987274
ENSDART00000152466	15	1144637	1159221
ENSDART00000113783	15	1144639	1158799
ENSDART00000151985	4	34502151	34502712
ENSDART00000151912	4	34616157	34622891
ENSDART00000113444	4	34616911	34623235
ENSDART00000151377	3	34180056	34180517
ENSDART00000144506	21	8734620	8909627
ENSDART00000111101	21	8734620	8850483
ENSDART00000141947	21	8850145	8857417
ENSDART00000059872	20	54835862	54846455
ENSDART00000155727	17	39936198	39940517
ENSDART00000061049	20	42463273	42471627
ENSDART00000128096	17	39938450	39939604
ENSDART00000112997	14	22784667	22819971
ENSDART00000138797	20	9700222	9747690
ENSDART00000026313	13	37324992	37335182
ENSDART00000101406	7	25042360	25051755
ENSDART00000109442	21	8770545	8907926
ENSDART00000053847	20	9653103	9747689
ENSDART00000153092	20	37519765	37629733
ENSDART00000017569	15	33995840	33998916
ENSDART00000153398	20	37519826	37600667
ENSDART00000148542	15	33995899	33996744
ENSDART00000060067	14	43528737	43639005
ENSDART00000052589	14	43528737	43639005
ENSDART00000014240	8	48713195	48735311
ENSDART00000030470	8	48713199	48726161
ENSDART00000155033	25	252910	280306
ENSDART00000021614	25	254236	259024
ENSDART00000134994	22	24405976	24406982
ENSDART00000121476	19	26142477	26163667
ENSDART00000022676	19	26140028	26163657
ENSDART00000124652	19	26140050	26161967
ENSDART00000136754	18	13281050	13621280
ENSDART00000127456	24	42576639	42579676
ENSDART00000057471	6	59396065	59401491
ENSDART00000100254	7	36541049	36549613
ENSDART00000128066	6	59396083	59400675
ENSDART00000114011	7	36541076	36548614
ENSDART00000153982	20	46342253	46417929
ENSDART00000082467	24	7750911	7781547
ENSDART00000060773	20	46224045	46225059
ENSDART00000153316	20	46342253	46417929
ENSDART00000124409	24	7750653	7751959
ENSDART00000153228	20	46342355	46363765
ENSDART00000132632	8	28675955	28711401
ENSDART00000144797	8	28676324	28678120
ENSDART00000093163	24	7671550	7700790
ENSDART00000136562	8	28677259	28711408
ENSDART00000135549	24	7676750	7678235
ENSDART00000141751	24	7676750	7681715
ENSDART00000144466	24	7687199	7691149
ENSDART00000155800	16	57116315	57116964
ENSDART00000081796	3	6681201	6724884
ENSDART00000124443	16	43811792	43814343
ENSDART00000088520	14	53561275	53570830
ENSDART00000137901	14	53565014	53568455
ENSDART00000016709	5	32341101	32343407
ENSDART00000149621	10	6342345	6344158
ENSDART00000026416	5	75308842	75341152
ENSDART00000109567	23	41297168	41506870
ENSDART00000073797	5	75308842	75341152
ENSDART00000128587	5	75308842	75320196
ENSDART00000145470	4	44729435	44729897
ENSDART00000105322	17	8599498	8637550
ENSDART00000142206	2	6785126	6785749
ENSDART00000155532	17	8607714	8611671
ENSDART00000149667	14	51411870	51470389
ENSDART00000084114	14	51412892	51474077
ENSDART00000138204	9	16341860	16460226
ENSDART00000131398	9	16341865	16401886
ENSDART00000141806	9	16433885	16436210
ENSDART00000142974	9	16446575	16448184
ENSDART00000154561	3	47698957	47711298
ENSDART00000140434	2	9707832	9730302
ENSDART00000128768	9	16453975	16458116
ENSDART00000081253	2	9707848	9730294
ENSDART00000056618	3	47698986	47711112
ENSDART00000151698	3	30666484	30776338
ENSDART00000110597	3	30668150	30760778
ENSDART00000077187	9	16446866	16459687
ENSDART00000135804	13	36810912	36820520
ENSDART00000007642	19	44011706	44023863
ENSDART00000059194	18	39172964	39181178
ENSDART00000012476	20	16203606	16211761
ENSDART00000084867	13	36810924	36840775
ENSDART00000151260	6	11280082	11307376
ENSDART00000061919	4	48607185	48609863
ENSDART00000131732	8	52039330	52126219
ENSDART00000078675	1	15204974	15222101
ENSDART00000140574	8	52062506	52079715
ENSDART00000039313	4	4655970	4668454
ENSDART00000083790	8	52039624	52125109
ENSDART00000132204	19	30247836	30257038
ENSDART00000067488	4	35303	41023
ENSDART00000149933	4	40046	40988
ENSDART00000135750	4	32322805	32328661
ENSDART00000110858	2	58791605	58794724
ENSDART00000131865	19	41999294	42012866
ENSDART00000132537	22	37662001	37664090
ENSDART00000103276	19	36291066	36295238
ENSDART00000019699	7	23045025	23055587
ENSDART00000146777	19	36291066	36295093
ENSDART00000111982	19	41999294	42030199
ENSDART00000151120	19	41999298	42013034
ENSDART00000102807	19	41999298	42030088
ENSDART00000155001	4	52487849	52490181
ENSDART00000126871	9	43967888	44062340
ENSDART00000138317	5	11415158	11416146
ENSDART00000010934	5	71192265	71203165
ENSDART00000138515	9	44064028	44074941
ENSDART00000065461	11	40247410	40278242
ENSDART00000027386	11	1477843	1486218
ENSDART00000059460	9	44079843	44147003
ENSDART00000152666	1	55513601	55537156
ENSDART00000017677	9	43973414	44042333
ENSDART00000113805	6	55196565	55228494
ENSDART00000144142	13	8653740	8665656
ENSDART00000000591	9	44079844	44144562
ENSDART00000144773	22	25709127	25710142
ENSDART00000077219	7	26296611	26300944
ENSDART00000121943	7	26297313	26300905
ENSDART00000074058	1	55517970	55536713
ENSDART00000134358	13	8654197	8657042
ENSDART00000110680	13	8654297	8661247
ENSDART00000109099	9	43973414	44144562
ENSDART00000140259	13	8654311	8656925
ENSDART00000144714	13	8661042	8665598
ENSDART00000052256	9	12924937	12929216
ENSDART00000058085	13	8654179	8656856
ENSDART00000102051	13	8415801	8665436
ENSDART00000101188	7	26302898	26460825
ENSDART00000052773	7	26331327	26346170
ENSDART00000027807	7	37825859	37948130
ENSDART00000113168	22	22492744	22494024
ENSDART00000054410	14	23105468	23111983
ENSDART00000114500	2	58109732	58124624
ENSDART00000144754	14	23109248	23111928
ENSDART00000065646	2	59926861	59928467
ENSDART00000156664	2	37525068	37532061
ENSDART00000156322	2	37531863	37532796
ENSDART00000076321	2	37528039	37532476
ENSDART00000146379	2	23235660	23238134
ENSDART00000110606	16	12086965	12126402
ENSDART00000079428	2	23235976	23238142
ENSDART00000138012	22	25709127	25710308
ENSDART00000133968	13	9925688	9996672
ENSDART00000123100	23	46140901	46157668
ENSDART00000125621	16	12087481	12126376
ENSDART00000082790	21	7350232	7359201
ENSDART00000041319	2	32109772	32175798
ENSDART00000132792	2	32148721	32175794
ENSDART00000129758	2	32112458	32159400
ENSDART00000136799	14	19640136	19644853
ENSDART00000123637	14	34983953	34988920
ENSDART00000157068	21	44325617	44350688
ENSDART00000052860	14	34983953	34988920
ENSDART00000151878	17	25452041	25472538
ENSDART00000061677	2	37988172	37990782
ENSDART00000151942	17	25452684	25457428
ENSDART00000039985	14	43024314	43048797
ENSDART00000099278	21	44326513	44372931
ENSDART00000078118	22	25709181	25722444
ENSDART00000142988	12	32453033	32496034
ENSDART00000056869	17	52432456	52451196
ENSDART00000126201	17	25451516	25472512
ENSDART00000009012	19	8588652	8590580
ENSDART00000105503	17	25451516	25472512
ENSDART00000110292	3	59700931	59702448
ENSDART00000059425	3	59700931	59701367
ENSDART00000131236	11	6733801	6738879
ENSDART00000146040	10	22737002	22762586
ENSDART00000078901	2	3179360	3185114
ENSDART00000129836	11	7249577	7258121
ENSDART00000146661	11	6733801	6736290
ENSDART00000079514	10	22736903	22808198
ENSDART00000156097	11	7255138	7258159
ENSDART00000058105	2	3178319	3182992
ENSDART00000154764	11	7255527	7258208
ENSDART00000154325	11	7255775	7258166
ENSDART00000089642	25	22531322	22564893
ENSDART00000067053	20	37325307	37401268
ENSDART00000152411	12	1670430	1703840
ENSDART00000059143	12	1670428	1703832
ENSDART00000134872	18	6237720	6285014
ENSDART00000086810	12	32453743	32470317
ENSDART00000083238	17	49675215	49684709
ENSDART00000055562	4	58282598	58294494
ENSDART00000126474	4	25123921	25135838
ENSDART00000143345	18	6273178	6282150
ENSDART00000142905	18	6290315	6307535
ENSDART00000142484	18	6296157	6302892
ENSDART00000114690	18	6236081	6314031
ENSDART00000099622	9	57517685	57535593
ENSDART00000085964	2	56921908	56945353
ENSDART00000148335	9	57530890	57531639
ENSDART00000146043	9	57525927	57528830
ENSDART00000134657	9	16692934	16694194
ENSDART00000145280	21	35287170	35290092
ENSDART00000015982	10	21838928	21841354
ENSDART00000064718	21	35188929	35290092
ENSDART00000144032	9	16694769	16696877
ENSDART00000099483	9	16693128	16694342
ENSDART00000003091	22	11787	24372
ENSDART00000103100	6	19547761	19551086
ENSDART00000065420	21	26908253	26949739
ENSDART00000057466	6	59707012	59713231
ENSDART00000102562	9	8985936	9024108
ENSDART00000138056	9	9009965	9021260
ENSDART00000148302	9	8998430	9021302
ENSDART00000138836	9	8998430	9024009
ENSDART00000109864	Zv9_NA166	9945	11457
ENSDART00000144712	9	8986176	8998698
ENSDART00000003042	25	8135519	8144262
ENSDART00000067063	6	39743339	39761953
ENSDART00000147793	6	9467748	9481750
ENSDART00000134245	6	9474232	9481678
ENSDART00000014103	3	57615700	57625918
ENSDART00000053864	6	9467749	9481153
ENSDART00000082464	7	52927886	53001466
ENSDART00000080114	14	20013520	20021564
ENSDART00000009323	8	41676784	41686313
ENSDART00000151668	21	200398	203818
ENSDART00000148699	16	10853496	10854598
ENSDART00000153306	12	26820528	26822421
ENSDART00000121736	12	26820810	26821748
ENSDART00000143825	1	47586608	47592972
ENSDART00000113834	16	38388270	38393178
ENSDART00000113634	17	2641240	2642283
ENSDART00000078533	8	28919006	29085760
ENSDART00000127984	8	28920248	29089412
ENSDART00000137073	5	35191232	35224627
ENSDART00000115128	5	66288566	66309049
ENSDART00000036783	1	47588575	47602321
ENSDART00000048350	5	35176397	35224469
ENSDART00000143038	1	47592932	47598903
ENSDART00000142415	3	34197253	34197973
ENSDART00000156657	3	7960951	7969827
ENSDART00000109659	3	7968886	7969798
ENSDART00000021346	14	908268	918290
ENSDART00000066863	24	1023798	1035824
ENSDART00000147508	24	1029589	1035752
ENSDART00000132991	22	11725150	11733239
ENSDART00000050843	5	72786648	72802266
ENSDART00000099270	10	44251019	44264436
ENSDART00000066282	12	29141484	29159372
ENSDART00000044937	20	14029032	14033070
ENSDART00000134450	1	47157320	47161104
ENSDART00000073402	25	37373555	37373941
ENSDART00000076938	19	43953386	43976762
ENSDART00000144620	5	67507374	67514156
ENSDART00000129252	4	4676947	4705398
ENSDART00000133044	5	67507374	67514158
ENSDART00000136962	4	4689944	4696977
ENSDART00000138576	24	9777358	9780072
ENSDART00000131368	5	67507933	67514150
ENSDART00000135200	13	33505697	33517256
ENSDART00000122925	2	59394955	59398361
ENSDART00000021382	13	33510446	33517102
ENSDART00000146576	21	9425577	9590195
ENSDART00000064512	5	67503837	67514153
ENSDART00000073926	5	67503837	67514153
ENSDART00000084061	21	9424472	9589924
ENSDART00000021813	6	19951106	19955767
ENSDART00000153072	20	35743983	35775418
ENSDART00000131918	5	20880537	20918131
ENSDART00000150194	6	19951444	19953320
ENSDART00000144508	5	20916779	20918253
ENSDART00000149959	6	19951486	19953278
ENSDART00000141674	20	35745524	35755495
ENSDART00000105846	22	10696446	10702026
ENSDART00000132832	20	35744854	35769585
